,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,num
129,0,1,1,1,0,0,0,1,0,1
130,0,0,0,1,1,0,1,0,0,1
131,1,0,1,0,0,0,1,0,0,2
132,0,0,0,0,0,1,1,0,0,2
133,0,1,0,0,0,1,0,0,1,2
134,0,1,0,0,1,1,0,1,0,4
135,1,1,1,0,0,0,0,0,1,3
136,0,1,0,1,1,0,0,0,0,2
137,1,0,0,0,1,0,1,0,1,1
138,1,1,0,0,0,0,1,1,0,1
139,0,1,0,0,0,1,0,1,0,3
140,1,0,0,0,0,0,0,1,1,1
141,1,1,1,1,0,0,0,1,0,1
142,0,0,0,1,0,1,0,1,0,1
143,0,0,1,1,0,1,0,0,0,1
144,1,0,0,1,1,0,0,0,1,1
145,1,0,0,1,0,1,0,0,0,1
146,0,0,0,1,0,0,1,0,1,1
147,1,0,1,0,0,0,0,1,0,1
148,0,0,0,0,1,1,1,0,0,1
149,0,1,0,1,0,0,1,1,0,2
150,1,1,0,0,1,0,1,0,0,1
151,0,1,1,1,0,1,0,0,0,1
152,1,0,0,1,1,1,0,0,0,1
153,0,0,1,1,1,1,0,0,0,2
154,1,1,0,1,1,1,0,0,0,1
155,1,1,1,1,0,1,0,0,0,1
156,1,1,1,0,1,1,0,0,0,1
157,0,1,1,1,0,0,1,0,0,1
158,1,0,0,1,0,0,0,0,1,1
159,1,1,0,0,0,0,0,0,1,1
160,1,0,0,1,0,1,1,0,0,1
161,0,0,1,0,1,0,1,0,0,1
162,1,0,1,0,1,0,0,0,0,1
163,0,0,0,0,1,1,1,1,0,1
164,1,1,0,1,0,0,0,1,0,1
165,0,0,1,0,0,0,0,1,1,1
166,1,1,1,0,0,0,0,1,0,1
